Country,Gender,Trust_Index
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,No score
Romania,Female,Medium trust
Romania,Female,No score
Romania,Female,Low trust
Romania,Female,High trust
Romania,Male,Medium trust
Romania,Male,Low trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Male,High trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,High trust
Romania,Male,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Female,Low trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,High trust
Romania,Female,High trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,High trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Female,Medium trust
Romania,Female,Low trust
Romania,Male,Low trust
Romania,Male,Medium trust
Romania,Female,Low trust
Romania,Female,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Male,Medium trust
Romania,Female,High trust
Romania,Female,No score
Romania,Male,Medium trust
Romania,Female,No score
Sweden,Male,High trust
Sweden,Male,High trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,High trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,High trust
Sweden,Male,High trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Male,High trust
Sweden,Female,High trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Low trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Male,Low trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Low trust
Sweden,Female,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Male,High trust
Sweden,Male,Low trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Low trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Low trust
Sweden,Male,High trust
Sweden,Female,High trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Low trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,No score
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Low trust
Sweden,Female,Low trust
Sweden,Male,High trust
Sweden,Male,High trust
Sweden,Female,Low trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Low trust
Sweden,Female,Low trust
Sweden,Female,Low trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,High trust
Sweden,Male,High trust
Sweden,Female,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Male,Low trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Low trust
Sweden,Male,Medium trust
Sweden,Female,High trust
Sweden,Male,Medium trust
Sweden,Male,Low trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,High trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,No score
Sweden,Male,Low trust
Sweden,Male,No score
Sweden,Male,Medium trust
Sweden,Female,No score
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Low trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Female,No score
Sweden,Male,High trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,High trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Low trust
Sweden,Female,No score
Sweden,Female,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Low trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,No score
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Low trust
Sweden,Female,High trust
Sweden,Female,No score
Sweden,Male,Medium trust
Sweden,Female,Low trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,High trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Female,Low trust
Sweden,Female,High trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,High trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Low trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Female,Low trust
Sweden,Female,High trust
Sweden,Male,High trust
Sweden,Female,Low trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Low trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Female,High trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Female,High trust
Sweden,Female,High trust
Sweden,Male,Medium trust
Sweden,Male,Low trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Low trust
Sweden,Female,Low trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Female,Low trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Female,No score
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Male,Low trust
Sweden,Female,High trust
Sweden,Female,High trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Female,High trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Low trust
Sweden,Male,Low trust
Sweden,Male,Low trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Male,Low trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Low trust
Sweden,Female,High trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,High trust
Sweden,Male,High trust
Sweden,Male,Low trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Low trust
Sweden,Male,No score
Sweden,Female,High trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Female,Low trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Female,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Low trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Female,High trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Female,Low trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Female,Low trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Male,Low trust
Sweden,Male,High trust
Sweden,Female,High trust
Sweden,Female,High trust
Sweden,Female,No score
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Male,High trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Male,High trust
Sweden,Female,Medium trust
Sweden,Female,High trust
Sweden,Female,High trust
Sweden,Female,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,Medium trust
Sweden,Female,Medium trust
Sweden,Male,Medium trust
Sweden,Male,High trust
Sweden,Male,High trust
